"","assembly_id","rDNA_copynumber","taxid","superkingdom","supergroup","kingdom","phylum","class","order","family","genus","species"
"10422","GCA_025768045",1,5480,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Candida","Candida parapsilosis"
"10423","GCA_025768105",1,28572,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces funiculosus"
"10424","GCA_025768145",1,5076,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium chrysogenum"
"10425","GCA_025768175",1,5076,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium chrysogenum"
"10426","GCA_025768295",1,60169,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium polonicum"
"10427","GCA_025768325",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10428","GCA_025768355",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10429","GCA_025768385",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10430","GCA_025768405",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10431","GCA_025768445",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10432","GCA_025768475",1,5076,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium chrysogenum"
"10433","GCA_025768525",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10434","GCA_025768555",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10435","GCA_025768585",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10436","GCA_025768615",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10437","GCA_025768645",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10438","GCA_025768665",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10439","GCA_025768705",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10440","GCA_025768735",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10441","GCA_025768765",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10442","GCA_025768795",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10443","GCA_025768815",1,2940327,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus sp. PM3604"
"10444","GCA_025768855",1,60169,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium polonicum"
"10445","GCA_025768885",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10446","GCA_025768975",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10447","GCA_025769005",2,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10448","GCA_025769035",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10449","GCA_025769065",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10450","GCA_025769085",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10451","GCA_025769125",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10452","GCA_025769155",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10453","GCA_025769175",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10454","GCA_025769215",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10455","GCA_025769245",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10456","GCA_025769265",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10457","GCA_025769395",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10458","GCA_025769415",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10459","GCA_025769455",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10460","GCA_025769485",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10461","GCA_025769515",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10462","GCA_025769535",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10463","GCA_025769605",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"10464","GCA_025769635",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"10465","GCA_025769655",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"10466","GCA_025769725",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"10467","GCA_025769745",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"10468","GCA_025769805",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"10469","GCA_025769845",1,5059,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus flavus"
"10470","GCA_025769875",1,71964,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Russula","Russula earlei"
"10471","GCA_025769895",1,1907521,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Russulales","Russulaceae","Lactarius","Lactarius psammicola"
"10472","GCA_025769955",4,298831,"Eukaryota","Opisthokonta","Metazoa","Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga kirtlandii"
"10473","GCA_025770515",1,100907,"Eukaryota","Opisthokonta","Metazoa","Chordata","Actinopteri","Perciformes","Nototheniidae","Dissostichus","Dissostichus eleginoides"
"10474","GCA_025774025",1,171277,"Eukaryota","Opisthokonta","Metazoa","Chordata","Aves","Charadriiformes","Scolopacidae","Xenus","Xenus cinereus"
"10475","GCA_025774085",1,4442,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Ericales","Theaceae","Camellia","Camellia sinensis"
"10476","GCA_025782755",1,4932,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"10477","GCA_025782845",3,1758874,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Boletales","Boletaceae","Boletus","Boletus coccyginus"
"10478","GCA_025782865",1,5077,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium citrinum"
"10479","GCA_025786725",1,1851187,"Eukaryota","Opisthokonta","Fungi","Zoopagomycota","Zoopagomycetes","Zoopagales","Piptocephalidaceae","Syncephalis","Syncephalis fuscata"
"10480","GCA_025802215",1,669229,"Eukaryota","Opisthokonta","Metazoa","Mollusca","Solenogastres","Pholidoskepia","Gymnomeniidae","Wirenia","Wirenia argentea"
"10481","GCA_025802315",1,252783,"Eukaryota","Opisthokonta","Metazoa","Chordata","Aves","Accipitriformes","Accipitridae","Hieraaetus","Hieraaetus ayresii"
"10482","GCA_025802335",1,326274,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lentibulariaceae","Pinguicula","Pinguicula primuliflora"
"10483","GCA_025802355",1,2231442,"Eukaryota","Opisthokonta","Metazoa","Chordata","Aves","Coraciiformes","Alcedinidae","Corythornis","Corythornis madagascariensis"
"10484","GCA_025802415",1,345749,"Eukaryota","Opisthokonta","Metazoa","Chordata","Aves","Accipitriformes","Accipitridae","Pseudastur","Pseudastur occidentalis"
"10485","GCA_025815895",1,181124,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius oreades"
"10486","GCA_025854295",1,64660,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Lyophyllum","Lyophyllum decastes"
"10487","GCA_025860055",9,154827,"Eukaryota","Opisthokonta","Metazoa","Chordata","Actinopteri","Cypriniformes","Catostomidae","Xyrauchen","Xyrauchen texanus"
"10488","GCA_025869475",1,875184,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia striiformis"
"10489","GCA_025869495",4,875184,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Pucciniomycetes","Pucciniales","Pucciniaceae","Puccinia","Puccinia striiformis"
"10490","GCA_025882075",1,4972,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Dioszegia","Dioszegia hungarica"
"10491","GCA_025882695",1,2928380,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Arachnida","Sarcoptiformes","Proctophyllodidae","Amerodectes","Amerodectes protonotaria"
"10492","GCA_025895885",73,4565,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Triticum","Triticum aestivum"
"10493","GCA_025917655",2,3076,"Eukaryota","Archaeplastida","Viridiplantae","Chlorophyta","Trebouxiophyceae","Chlorellales","Chlorellaceae","Chlorella","Chlorella sorokiniana"
"10494","GCA_025919625",1,490622,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma arundinaceum"
"10495","GCA_025919635",5,2082529,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium zanthoxyli"
"10496","GCA_025919645",1,490622,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma arundinaceum"
"10497","GCA_025919665",1,490622,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma arundinaceum"
"10498","GCA_025948275",1,40199,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium avenaceum"
"10499","GCA_025960835",2,6131,"Eukaryota","Opisthokonta","Metazoa","Cnidaria","Anthozoa","Scleractinia","Acroporidae","Acropora","Acropora palmata"
"10500","GCA_025960845",2,72873,"Eukaryota","Opisthokonta","Metazoa","Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta bicolor"
"10501","GCA_025991245",8,83374,"Eukaryota","Archaeplastida","Rhodophyta","Rhodophyta","Bangiophyceae","Cyanidiales","Cyanidiaceae","Galdieria","Galdieria partita"
"10502","GCA_025996575",1,133434,"Eukaryota","Opisthokonta","Metazoa","Echinodermata","Asteroidea","Valvatida","Acanthasteridae","Acanthaster","Acanthaster planci"
"10503","GCA_025999795",3,5098,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Monascus","Monascus purpureus"
"10504","GCA_026000255",44,4072,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Capsicum","Capsicum annuum"
"10505","GCA_026000965",1,4932,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"10506","GCA_026003955",2,5544,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","Trichoderma harzianum"
"10507","GCA_026005395",20,554476,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Hymenoptera","Braconidae","Asobara","Asobara japonica"
"10508","GCA_026008535",72,48386,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Perilla","Perilla frutescens"
"10509","GCA_026008555",3,913975,"Eukaryota","SAR","Stramenopiles","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Fistulifera","Fistulifera pelliculosa"
"10510","GCA_026008595",1,47721,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lyophyllaceae","Lyophyllum","Lyophyllum shimeji"
"10511","GCA_026016865",3,130453,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Arachis","Arachis duranensis"
"10512","GCA_026016875",3,130454,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Fabales","Fabaceae","Arachis","Arachis ipaensis"
"10513","GCA_026027325",1,64647,"Eukaryota","Opisthokonta","Fungi","Mucoromycota","Mucoromycetes","Mucorales","Mucoraceae","Actinomucor","Actinomucor elegans"
"10514","GCA_026074375",33,301880,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Asteraceae","Tanacetum","Tanacetum coccineum"
"10515","GCA_026074415",561,48386,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Lamiales","Lamiaceae","Perilla","Perilla frutescens"
"10516","GCA_026075535",1,40145,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Tricholoma","Tricholoma matsutake"
"10517","GCA_026108075",1,3055,"Eukaryota","Archaeplastida","Viridiplantae","Chlorophyta","Chlorophyceae","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas reinhardtii"
"10518","GCA_026108285",1,503106,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Marssonina","Marssonina coronariae"
"10519","GCA_026119225",1,29898,"Eukaryota","Opisthokonta","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula","Rhodotorula graminis"
"10520","GCA_026119235",4,749589,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella pinodes"
"10521","GCA_026119245",2,749589,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella pinodes"
"10522","GCA_026119255",7,2973950,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus sp. GBTC2 WXH"
"10523","GCA_026119265",2,749589,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella pinodes"
"10524","GCA_026119355",5,749589,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella pinodes"
"10525","GCA_026119365",5,749589,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella pinodes"
"10526","GCA_026119385",1,749633,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella pinodella"
"10527","GCA_026119395",8,749589,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella pinodes"
"10528","GCA_026119435",2,749633,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella pinodella"
"10529","GCA_026119455",4,749633,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella pinodella"
"10530","GCA_026119505",5,2654375,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta koolunga"
"10531","GCA_026119515",5,2654375,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta koolunga"
"10532","GCA_026119525",14,2654375,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta koolunga"
"10533","GCA_026119535",10,2654375,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta koolunga"
"10534","GCA_026119565",16,2654375,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta koolunga"
"10535","GCA_026119585",1,117187,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Fusarium","Fusarium verticillioides"
"10536","GCA_026119605",1,2175846,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Glomerellaceae","Colletotrichum","Colletotrichum cliviicola"
"10537","GCA_026119635",1,5061,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","Aspergillus niger"
"10538","GCA_026119825",10,749586,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta pisi"
"10539","GCA_026119855",8,989334,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Asterales","Campanulaceae","Campanula","Campanula takesimana"
"10540","GCA_026119935",1,2918826,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Cryphonectriaceae","Endothia","Endothia cerciana"
"10541","GCA_026119975",1,100019,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Didymella","Didymella exigua"
"10542","GCA_026119995",1,114231,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Xylariales","Apiosporaceae","Nigrospora","Nigrospora sphaerica"
"10543","GCA_026120015",1,2608779,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Erythrogloeaceae","Dendrostoma","Dendrostoma leiphaemia"
"10544","GCA_026120035",1,1130415,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Leotiomycetes","Helotiales","Dermateaceae","Coleophoma","Coleophoma eucalyptorum"
"10545","GCA_026120055",1,132184,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","Cercospora apii"
"10546","GCA_026120085",1,227289,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiales i.s.","Cadophora","Cadophora luteo-olivacea"
"10547","GCA_026120095",19,80379,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Capsicum","Capsicum chinense"
"10548","GCA_026120125",1,337446,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Pseudocercospora","Pseudocercospora vitis"
"10549","GCA_026120185",10,1237849,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Voacanga","Voacanga thouarsii"
"10550","GCA_026122155",1,2172398,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Zymoseptoria","Zymoseptoria crescenta"
"10551","GCA_026122205",5,3028027,"Eukaryota","Archaeplastida","Rhodophyta","Rhodophyta","Bangiophyceae","Galdieriales","Galdieriaceae","Galdieria","Galdieria yellowstonensis"
"10552","GCA_026122225",2,2940292,"Eukaryota","Opisthokonta","Metazoa","Chordata","Lepidosauria","Squamata","Helodermatidae","Heloderma","Heloderma charlesbogerti"
"10553","GCA_026122235",16,60093,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Gentianales","Apocynaceae","Vinca","Vinca minor"
"10554","GCA_026122265",10,1266862,"Eukaryota","Opisthokonta","Metazoa","Chordata","Actinopteri","Uranoscopiformes","Ammodytidae","Ammodytes","Ammodytes dubius"
"10555","GCA_026122275",1,311033,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia oenone"
"10556","GCA_026122295",7,112509,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Hordeum","Hordeum vulgare"
"10557","GCA_026122505",30,167804,"Eukaryota","Opisthokonta","Metazoa","Chordata","Reptilia","Testudines","Testudinidae","Aldabrachelys","Aldabrachelys gigantea"
"10558","GCA_026122535",1,4932,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","Saccharomyces cerevisiae"
"10559","GCA_026122545",1,929235,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Ceratocystis","Ceratocystis manginecans"
"10560","GCA_026122565",1,1129001,"Eukaryota","Opisthokonta","Metazoa","Chordata","Reptilia","Testudines","Chelidae","Emydura","Emydura macquarii"
"10561","GCA_026122585",4,171929,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Sapindales","Anacardiaceae","Anacardium","Anacardium occidentale"
"10562","GCA_026122715",1,643907,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Dothideomycetes","Cladosporiales","Cladosporiaceae","Cladosporium","Cladosporium colombiae"
"10563","GCA_026122735",7,293381,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium bialowiezense"
"10564","GCA_026122775",6,3218,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Bryopsida","Funariales","Funariaceae","Physcomitrium","Physcomitrium patens"
"10565","GCA_026123075",2,269548,"Eukaryota","Opisthokonta","Metazoa","Echinodermata","Holothuroidea","Aspidochirotida","Holothuriidae","Holothuria","Holothuria scabra"
"10566","GCA_026123125",5,1768614,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus","Chironomus striatipennis"
"10567","GCA_026123175",48,7227,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila melanogaster"
"10568","GCA_026151145",2,59691,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabidopsis","Arabidopsis lyrata"
"10569","GCA_026151155",1,38785,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Brassicales","Brassicaceae","Arabidopsis","Arabidopsis arenosa"
"10570","GCA_026151205",2,2820187,"Eukaryota","Opisthokonta","Metazoa","Ctenophora","Tentaculata","Lobata","Bolinopsidae","Bolinopsis","Bolinopsis microptera"
"10571","GCA_026151695",1,2035830,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Microascales","Ceratocystidaceae","Berkeleyomyces","Berkeleyomyces rouxiae"
"10572","GCA_026153275",1,419340,"Eukaryota","Opisthokonta","Metazoa","Chordata","Actinopteri","Siluriformes","Ariidae","Sciades","Sciades herzbergii"
"10573","GCA_026167685",7,39947,"Eukaryota","Archaeplastida","Viridiplantae","Streptophyta","Magnoliopsida","Poales","Poaceae","Oryza","Oryza sativa"
"10574","GCA_026167825",1,7146,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio polyxenes"
"10575","GCA_026167975",6,372482,"Eukaryota","Opisthokonta","Metazoa","Chordata","Lepidosauria","Squamata","Phrynosomatidae","Phrynosoma","Phrynosoma blainvillii"
"10576","GCA_026167985",4,372482,"Eukaryota","Opisthokonta","Metazoa","Chordata","Lepidosauria","Squamata","Phrynosomatidae","Phrynosoma","Phrynosoma blainvillii"
"10577","GCA_026168455",6,1462594,"Eukaryota","Opisthokonta","Metazoa","Arthropoda","Insecta","Hymenoptera","Pteromalidae","Theocolax","Theocolax elegans"
"10578","GCA_026170115",4,318829,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia","Pyricularia oryzae"
"10579","GCA_026170125",1,318829,"Eukaryota","Opisthokonta","Fungi","Ascomycota","Sordariomycetes","Magnaporthales","Pyriculariaceae","Pyricularia","Pyricularia oryzae"
